creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,bytes_in,bytes_out
2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,16698,26610
2024-04-26T00:20:00Z,2024-04-26T00:30:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,6480,11794
2024-04-26T00:30:00Z,2024-04-26T00:40:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,13338,17636
2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,9132,5756
2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,5238,11776
2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,9336,23450
2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,10012,14968
2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,12764,26284
2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,14222,9362
2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,8872,14760
2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,8202,6068
2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,13546,17742
2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,9440,23452
2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,10578,23450
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,13232,17534
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,7994,5754
2024-04-26T09:10:00Z,2024-04-26T09:20:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,9908,14656
2024-04-26T09:20:00Z,2024-04-26T09:30:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,10162,23142
2024-04-26T09:30:00Z,2024-04-26T09:40:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,9908,14552
2024-04-26T09:40:00Z,2024-04-26T09:50:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,9232,23036
2024-04-26T09:50:00Z,2024-04-26T10:00:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,3638,3190
2024-04-25T23:00:00Z,2024-04-25T23:10:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,30912,18186
2024-04-25T23:10:00Z,2024-04-25T23:20:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,57208,32874
2024-04-25T23:20:00Z,2024-04-25T23:30:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,29356,17408
2024-04-25T23:40:00Z,2024-04-25T23:50:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,36745,28952
2024-04-25T23:50:00Z,2024-04-26T00:00:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,60686,35910
2024-04-26T00:00:00Z,2024-04-26T00:10:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,33777,20132
2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,9052,5162
2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,29040,16476
2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,5824,12018
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,31166,25856
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,28244,17860
2024-04-26T09:40:00Z,2024-04-26T09:50:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,8052,13298
2024-04-25T23:20:00Z,2024-04-25T23:30:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,3102,11038
2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,3206,11038
2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,3326,11038
2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,3102,11142
2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,3206,11038
2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,3206,11142
2024-04-26T09:50:00Z,2024-04-26T10:00:00Z,192.241.205.18,US,HTTPS,200,443,10.138.69.97,40,264
2024-04-25T23:20:00Z,2024-04-25T23:30:00Z,192.241.230.19,US,HTTPS,200,443,10.138.69.97,80,528
2024-04-25T23:30:00Z,2024-04-25T23:40:00Z,192.241.230.19,US,HTTPS,200,443,10.138.69.97,952,668
2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,198.235.24.81,US,HTTPS,200,443,10.138.69.97,1360,436
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,65.49.1.104,US,HTTPS,200,443,10.138.69.97,3904,19282
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,65.49.1.69,US,HTTPS,200,443,10.138.69.97,1147,5151
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,65.49.1.69,US,HTTPS,200,443,10.138.69.97,3314,14998
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,65.49.1.72,US,HTTPS,200,443,10.138.69.97,80,44
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,65.49.1.74,US,HTTPS,200,443,10.138.69.97,1628,8980
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,65.49.1.76,US,HTTPS,200,443,10.138.69.97,833,4490
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,65.49.1.94,US,HTTPS,200,443,10.138.69.97,790,444
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,65.49.1.95,US,HTTPS,200,443,10.138.69.97,1328,524
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,65.49.1.96,US,HTTPS,200,443,10.138.69.97,1674,8980
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,65.49.1.97,US,HTTPS,200,443,10.138.69.97,5482,21034
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,65.49.1.99,US,HTTPS,200,443,10.138.69.97,1112,430
2024-04-25T23:10:00Z,2024-04-25T23:20:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,4080,11282
2024-04-25T23:40:00Z,2024-04-25T23:50:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,4064,11384
2024-04-26T00:00:00Z,2024-04-26T00:10:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,4288,11490
2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,3498,2800
2024-04-26T00:20:00Z,2024-04-26T00:30:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,7786,14138
2024-04-26T00:30:00Z,2024-04-26T00:40:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,3514,2648
2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,4064,11386
2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,3722,2694
2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,4080,11386
2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,3618,2648
2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,3976,11282
2024-04-26T09:20:00Z,2024-04-26T09:30:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,3976,11176
2024-04-26T09:30:00Z,2024-04-26T09:40:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,7474,14080
2024-04-26T09:50:00Z,2024-04-26T10:00:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,3976,11178
