creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,bytes_in,bytes_out
2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,7666,14346
2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,3966,3248
2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,3862,2982
2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,7204,5860
2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,4116,11570
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,3638,3086
2024-04-26T09:10:00Z,2024-04-26T09:20:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,3534,2982
2024-04-26T09:40:00Z,2024-04-26T09:50:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,4324,11778
2024-04-25T23:00:00Z,2024-04-25T23:10:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,9656,6380
2024-04-25T23:10:00Z,2024-04-25T23:20:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,8206,6068
2024-04-25T23:20:00Z,2024-04-25T23:30:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,4926,11570
2024-04-25T23:50:00Z,2024-04-26T00:00:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,3996,11776
2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,9910,14760
2024-04-26T00:30:00Z,2024-04-26T00:40:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,5238,11674
2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,9806,14344
2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,6376,11690
2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,6376,11690
2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,6584,11898
2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,4264,11882
2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,5238,11674
2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,5030,11570
2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,10118,14760
2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,5238,11778
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,5030,11674
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,5342,11674
2024-04-26T09:20:00Z,2024-04-26T09:30:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,10222,15024
2024-04-26T09:30:00Z,2024-04-26T09:40:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,8928,5548
2024-04-26T09:40:00Z,2024-04-26T09:50:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,3996,11674
2024-04-26T09:50:00Z,2024-04-26T10:00:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,9032,5862
2024-04-25T23:00:00Z,2024-04-25T23:10:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,5602,12990
2024-04-26T00:00:00Z,2024-04-26T00:10:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,26354,13404
2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,5810,13090
2024-04-26T00:20:00Z,2024-04-26T00:30:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,26250,13404
2024-04-26T00:30:00Z,2024-04-26T00:40:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,4018,3144
2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,4138,3144
2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,9620,16178
2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,3618,2878
2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,5140,4294
2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,4480,11778
2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,4168,11674
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,4272,11778
2024-04-26T09:10:00Z,2024-04-26T09:20:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,4704,11882
2024-04-26T09:20:00Z,2024-04-26T09:30:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,6486,4458
2024-04-26T09:30:00Z,2024-04-26T09:40:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,4392,11674
2024-04-26T09:40:00Z,2024-04-26T09:50:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,5348,4296
2024-04-25T23:00:00Z,2024-04-25T23:10:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4767917,291520
2024-04-25T23:10:00Z,2024-04-25T23:20:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4804723,291088
2024-04-25T23:30:00Z,2024-04-25T23:40:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4190330,283456
2024-04-25T23:40:00Z,2024-04-25T23:50:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4758826,289956
2024-04-25T23:50:00Z,2024-04-26T00:00:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4791678,291275
2024-04-26T00:00:00Z,2024-04-26T00:10:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4793434,292176
2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4794053,290955
2024-04-26T00:30:00Z,2024-04-26T00:40:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4803684,294875
2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4801644,292969
2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4809606,290761
2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4827283,306181
2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4776536,289969
2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4788904,294113
2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4808787,301495
2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4869181,301752
2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,4755578,292284
2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,18201558,1170896
2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,18273120,1145109
2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,18285525,1130944
2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,18239056,1144663
2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,18125238,1121958
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,18171403,1103358
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,18187778,1142605
2024-04-26T09:10:00Z,2024-04-26T09:20:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,18119202,1132321
2024-04-26T09:20:00Z,2024-04-26T09:30:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,18231909,1116695
2024-04-26T09:30:00Z,2024-04-26T09:40:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,24326941,1529035
2024-04-26T09:40:00Z,2024-04-26T09:50:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,25199191,1557598
2024-04-26T09:50:00Z,2024-04-26T10:00:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,25207794,1561220
2024-04-25T23:00:00Z,2024-04-25T23:10:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,10538,15514
2024-04-25T23:10:00Z,2024-04-25T23:20:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,11820,24620
2024-04-25T23:20:00Z,2024-04-25T23:30:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,5528,12010
2024-04-25T23:30:00Z,2024-04-25T23:40:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,5080,11512
2024-04-25T23:40:00Z,2024-04-25T23:50:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,17736,36370
2024-04-25T23:50:00Z,2024-04-26T00:00:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,10768,7248
2024-04-26T00:00:00Z,2024-04-26T00:10:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,16948,20348
2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,6606,12794
2024-04-26T00:20:00Z,2024-04-26T00:30:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,16698,19255
2024-04-26T00:30:00Z,2024-04-26T00:40:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,13132,18249
2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,22790,40397
2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,6742,13419
2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,10830,23370
2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,528,858
2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,22366,31577
2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,7294,13707
2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,6046,4544
2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,11358,24124
2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,23836,41493
2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,15094,10563
2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,24200,41078
2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,6806,13238
2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,18482,29508
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,5518,12114
2024-04-26T09:10:00Z,2024-04-26T09:20:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,5736,12114
2024-04-26T09:20:00Z,2024-04-26T09:30:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,22070,23511
2024-04-26T09:30:00Z,2024-04-26T09:40:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,28062,52066
2024-04-26T09:40:00Z,2024-04-26T09:50:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,6216,13027
2024-04-26T09:50:00Z,2024-04-26T10:00:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,5736,12114
2024-04-25T23:00:00Z,2024-04-25T23:10:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28506,13468
2024-04-25T23:10:00Z,2024-04-25T23:20:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28056,4832
2024-04-25T23:30:00Z,2024-04-25T23:40:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28444,13468
2024-04-25T23:40:00Z,2024-04-25T23:50:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,57462,20222
2024-04-26T00:00:00Z,2024-04-26T00:10:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28478,13260
2024-04-26T00:20:00Z,2024-04-26T00:30:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28524,13364
2024-04-26T00:30:00Z,2024-04-26T00:40:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,57088,12210
2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28518,13366
2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,27938,4626
2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28048,4730
2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,29586,15754
2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28388,13468
2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28042,4834
2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28628,13570
2024-04-26T09:40:00Z,2024-04-26T09:50:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,28400,13364
2024-04-25T23:20:00Z,2024-04-25T23:30:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,29308,15652
2024-04-25T23:50:00Z,2024-04-26T00:00:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,28296,7230
2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,29002,15654
2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,29010,15550
2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,28644,7330
2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,28896,7328
2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,28540,7228
2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,27912,6080
2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,27970,13366
2024-04-26T09:10:00Z,2024-04-26T09:20:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,29314,15444
2024-04-26T09:50:00Z,2024-04-26T10:00:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,28988,15340
2024-04-25T23:00:00Z,2024-04-25T23:10:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,6526,13892
2024-04-25T23:10:00Z,2024-04-25T23:20:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,1968903,38773
2024-04-25T23:20:00Z,2024-04-25T23:30:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,4043,7629
2024-04-25T23:40:00Z,2024-04-25T23:50:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,2015975,79990
2024-04-25T23:50:00Z,2024-04-26T00:00:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,4721,8322
2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,2019990,55292
2024-04-26T00:20:00Z,2024-04-26T00:30:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,9600,22230
2024-04-26T00:30:00Z,2024-04-26T00:40:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,1215594,64362
2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,26820,45260
2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,1889834,34306
2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,1253276,46666
2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,1996566,56644
2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,3678,11038
2024-04-26T09:10:00Z,2024-04-26T09:20:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,2007229,59926
2024-04-26T09:20:00Z,2024-04-26T09:30:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,1942449,49030
2024-04-26T09:30:00Z,2024-04-26T09:40:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,1248666,38254
2024-04-26T09:40:00Z,2024-04-26T09:50:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,2021960,78684
2024-04-26T09:50:00Z,2024-04-26T10:00:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,3782,11038
2024-04-25T23:00:00Z,2024-04-25T23:10:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,17748,29208
2024-04-25T23:10:00Z,2024-04-25T23:20:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,8310,6276
2024-04-25T23:20:00Z,2024-04-25T23:30:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,8310,6070
2024-04-25T23:30:00Z,2024-04-25T23:40:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,10474,23244
2024-04-25T23:40:00Z,2024-04-25T23:50:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,7424,14656
2024-04-25T23:50:00Z,2024-04-26T00:00:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,9968,6646
2024-04-26T00:00:00Z,2024-04-26T00:10:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,8874,14968
