bytes_in,bytes_out,creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,rule_names,observation_name,source.meta,source.name,time,detection_types
34660,10044,2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:50:00Z,waf_rule
5238,11776,2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:50:00Z,waf_rule
4809606,290761,2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:50:00Z,waf_rule
6742,13419,2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:50:00Z,waf_rule
4138,3144,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
10262,16182,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
28048,4730,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
4064,11386,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
47774,23406,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
3326,11038,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
9336,23450,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
4827283,306181,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
10830,23370,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
9806,14344,2024-04-26T01:00:00Z,2024-04-26T01:10:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:00:00Z,waf_rule
16062,27514,2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:10:00Z,waf_rule
29010,15550,2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:10:00Z,waf_rule
3722,2694,2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:10:00Z,waf_rule
7182,12958,2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:10:00Z,waf_rule
3102,11142,2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:10:00Z,waf_rule
10012,14968,2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:10:00Z,waf_rule
4776536,289969,2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:10:00Z,waf_rule
528,858,2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:10:00Z,waf_rule
6376,11690,2024-04-26T01:10:00Z,2024-04-26T01:20:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:10:00Z,waf_rule
9620,16178,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
24442,25574,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
29586,15754,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
30178,14280,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
1889834,34306,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
5154,2878,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
12764,26284,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
4788904,294113,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
22366,31577,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
6376,11690,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule
3618,2878,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
23680,33014,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
28388,13468,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
43840,13960,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
1253276,46666,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
4080,11386,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
3206,11038,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
14222,9362,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
4808787,301495,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
7294,13707,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule
5824,12018,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule
5492,12046,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule
28644,7330,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule
3206,11142,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule
38780,18682,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule
4869181,301752,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule
6046,4544,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule
6584,11898,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule
7666,14346,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule
5140,4294,2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:50:00Z,waf_rule
37105,49494,2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:50:00Z,waf_rule
28896,7328,2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:50:00Z,waf_rule
8872,14760,2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:50:00Z,waf_rule
4755578,292284,2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:50:00Z,waf_rule
11358,24124,2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:50:00Z,waf_rule
4264,11882,2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:50:00Z,waf_rule
3966,3248,2024-04-26T01:50:00Z,2024-04-26T02:00:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:50:00Z,waf_rule
35666,39032,2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:00:00Z,waf_rule
28540,7228,2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:00:00Z,waf_rule
44408,22446,2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:00:00Z,waf_rule
8202,6068,2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:00:00Z,waf_rule
18201558,1170896,2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:00:00Z,waf_rule
23836,41493,2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:00:00Z,waf_rule
3862,2982,2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:00:00Z,waf_rule
15978,28154,2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:10:00Z,waf_rule
28042,4834,2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:10:00Z,waf_rule
3618,2648,2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:10:00Z,waf_rule
13546,17742,2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:10:00Z,waf_rule
18273120,1145109,2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:10:00Z,waf_rule
15094,10563,2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:10:00Z,waf_rule
5238,11674,2024-04-26T08:10:00Z,2024-04-26T08:20:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:10:00Z,waf_rule
4480,11778,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
30396,28830,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
28628,13570,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
1360,436,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,198.235.24.81,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
3976,11282,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
9440,23452,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
18285525,1130944,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
24200,41078,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
5030,11570,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
7204,5860,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule
4168,11674,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule
37156,48239,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule
27912,6080,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule
44390,22134,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule
4686,11778,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule
18239056,1144663,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule
6806,13238,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule
10118,14760,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule
15016,11797,2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:40:00Z,waf_rule
1996566,56644,2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:40:00Z,waf_rule
10578,23450,2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:40:00Z,waf_rule
18125238,1121958,2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:40:00Z,waf_rule
18482,29508,2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:40:00Z,waf_rule
5238,11778,2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:40:00Z,waf_rule
4116,11570,2024-04-26T08:40:00Z,2024-04-26T08:50:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:40:00Z,waf_rule
4272,11778,2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:50:00Z,waf_rule
31166,25856,2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:50:00Z,waf_rule
28830,27096,2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:50:00Z,waf_rule
60122,12630,2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:50:00Z,waf_rule
3678,11038,2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:50:00Z,waf_rule
36522,18578,2024-04-26T08:50:00Z,2024-04-26T09:00:00Z,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:50:00Z,waf_rule
