id,processor_id,created_at,updated_at,power,application,source
1,1190,2014-11-17 00:08:23.296425,2014-11-17 00:08:23.296425,41.0298466306151,avrora,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
2,1190,2014-11-17 00:08:23.316309,2014-11-17 00:08:23.316309,47.5442626918313,batik,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
3,1190,2014-11-17 00:08:23.336403,2014-11-17 00:08:23.336403,45.5365651129211,h2,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
4,1190,2014-11-17 00:08:23.357819,2014-11-17 00:08:23.357819,44.5424782821433,jython,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
5,1190,2014-11-17 00:08:23.379472,2014-11-17 00:08:23.379472,42.1220133903663,pmd,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
6,1190,2014-11-17 00:08:23.398311,2014-11-17 00:08:23.398311,43.0052759349874,tradebeans,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
7,1190,2014-11-17 00:08:23.418285,2014-11-17 00:08:23.418285,46.2112751026378,pjbb2005,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
8,1190,2014-11-17 00:08:23.435245,2014-11-17 00:08:23.435245,48.2118216865633,_227_mtrt,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
9,1190,2014-11-17 00:08:23.455670,2014-11-17 00:08:23.455670,43.1359693675955,fop,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
10,1190,2014-11-17 00:08:23.473956,2014-11-17 00:08:23.473956,46.4926006686584,luindex,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
11,1190,2014-11-17 00:08:23.493087,2014-11-17 00:08:23.493087,46.776192700116,antlr,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
12,1190,2014-11-17 00:08:23.577616,2014-11-17 00:08:23.577616,46.5229383240004,bloat,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
13,1190,2014-11-17 00:08:23.599277,2014-11-17 00:08:23.599277,46.9021580141171,_201_compress,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
14,1190,2014-11-17 00:08:23.620707,2014-11-17 00:08:23.620707,44.2029120546796,_202_jess,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
15,1190,2014-11-17 00:08:23.641675,2014-11-17 00:08:23.641675,46.1197808820586,_209_db,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
16,1190,2014-11-17 00:08:23.662940,2014-11-17 00:08:23.662940,42.4931178564949,_213_javac,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
17,1190,2014-11-17 00:08:23.683256,2014-11-17 00:08:23.683256,45.6074923969027,_222_mpegaudio,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
18,1190,2014-11-17 00:08:23.704078,2014-11-17 00:08:23.704078,44.3857043923197,_228_jack,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
19,1190,2014-11-17 00:08:23.724559,2014-11-17 00:08:23.724559,42.8543343550543,eclipse,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
20,1190,2014-11-17 00:08:23.745560,2014-11-17 00:08:23.745560,44.9944867001871,lusearch,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
21,1190,2014-11-17 00:08:23.764056,2014-11-17 00:08:23.764056,45.7670548040535,sunflow,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
22,1190,2014-11-17 00:08:23.785769,2014-11-17 00:08:23.785769,50.0408468936259,tomcat,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
23,1190,2014-11-17 00:08:23.806437,2014-11-17 00:08:23.806437,44.6804822472671,xalan,"Looking Back on the Language and Hardware Revolution: Measured Power, Performance, and Scaling"
